,NM_UF_IES_ORIGEM,AN_INICIO,AN_FIM,NM_NIVEL,NM_GRANDE_AREA,NM_PROGRAMA,ID_PROCESSO,NM_IES_ORIGEM_PRINCIPAL_DA,NM_IES_ESTUDO_PRINCIPAL_DA
5482,PARANÁ,2013,2014,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8571-13-9,UNIVERSIDADE ESTADUAL DE LONDRINA,UNIVERSITAT POLITÈCNICA DE VALÈNCIA
5483,SERGIPE,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8577-13-7,UNIVERSIDADE FEDERAL DE SERGIPE,UNIVERSIDADE DE LISBOA
5484,SERGIPE,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8577-13-7,UNIVERSIDADE FEDERAL DE SERGIPE,UNIVERSIDADE DE LISBOA
5485,PARANÁ,2013,2014,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8579-13-0,UNIVERSIDADE POSITIVO,UNIVERSIDADE DE LISBOA
5486,PARANÁ,2013,2014,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8579-13-0,UNIVERSIDADE POSITIVO,UNIVERSIDADE DE LISBOA
5487,BAHIA,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8582-13-0,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSIDADE DE AVEIRO
5488,BAHIA,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8582-13-0,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSIDADE DE AVEIRO
5489,RIO GRANDE DO SUL,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8584-13-3,UNIVERSIDADE DE CRUZ ALTA,UNIVERSIDADE DE ÉVORA
5490,RIO GRANDE DO SUL,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8584-13-3,UNIVERSIDADE DE CRUZ ALTA,UNIVERSIDADE DE ÉVORA
5491,RIO GRANDE DO SUL,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8586-13-6,UNIVERSIDADE FEDERAL DE PELOTAS,UNIVERSIDADE DO MINHO
5492,RIO GRANDE DO SUL,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8586-13-6,UNIVERSIDADE FEDERAL DE PELOTAS,UNIVERSIDADE DO MINHO
5493,PARANÁ,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8588-13-9,UNIVERSIDADE ESTADUAL DE MARINGÁ,RUHR-UNIVERSITÄT BOCHUM
5494,PARANÁ,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8588-13-9,UNIVERSIDADE ESTADUAL DE MARINGÁ,RUHR-UNIVERSITÄT BOCHUM
5495,SÃO PAULO,2013,2014,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8597-13-8,UNIVERSIDADE DE SÃO PAULO,HARVARD UNIVERSITY
5496, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO,2014,2014,ESTÁGIO PÓS-DOUTORAL,CANADÁ,,8603-13-8,INSTITUTO FEDERAL DE EDUCAÇÃO,ESPÍRITO SANTO
5497, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO,2014,2014,ESTÁGIO PÓS-DOUTORAL,CANADÁ,,8603-13-8,INSTITUTO FEDERAL DE EDUCAÇÃO,ESPÍRITO SANTO
5498,RIO DE JANEIRO,2014,2014,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8606-13-7,INSTITUTO DE RADIOPROTEÇÃO E DOSIMETRIA,HELMHOLTZ-ZENTRUM GEESTHACHT
5499,RIO DE JANEIRO,2014,2014,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8606-13-7,INSTITUTO DE RADIOPROTEÇÃO E DOSIMETRIA,HELMHOLTZ-ZENTRUM GEESTHACHT
5500,,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8607-13-3,CONSULTÓRIO PARTICULAR - AUTÔNOMA,UNIVERSITY OF OXFORD
5501,,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8607-13-3,CONSULTÓRIO PARTICULAR - AUTÔNOMA,UNIVERSITY OF OXFORD
5502,DISTRITO FEDERAL,2013,2015,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8611-13-0,UNIVERSIDADE DE BRASÍLIA,COLORADO STATE UNIVERSITY - SYSTEM
5503,ESPÍRITO SANTO,2013,2015,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8615-13-6,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UNIVERSITEIT LEIDEN
5504,ESPÍRITO SANTO,2013,2015,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8615-13-6,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UNIVERSITEIT LEIDEN
5505,SÃO PAULO,2013,2014,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),8674-13-2,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNIVERSIDADE DO PORTO
5506,SÃO PAULO,2013,2014,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),8674-13-2,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNIVERSIDADE DO PORTO
5507,SÃO PAULO,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),8687-13-7,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNIVERSIDADE DO MINHO
5508,SÃO PAULO,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),8687-13-7,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNIVERSIDADE DO MINHO
5509,PERNAMBUCO,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),8691-13-4,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE CATÓLICA PORTUGUESA
5510,PERNAMBUCO,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),8691-13-4,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE CATÓLICA PORTUGUESA
5511,RIO DE JANEIRO,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/MINCYT (MINISTÉRIO DE CIÊNCIA,8692-14-9,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES
5512,BAHIA,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),8704-12-0,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSITÉ DE STRASBOURG
5513,SANTA CATARINA,2012,2013,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8706-11-5,UNIVERSIDADE FEDERAL DE SANTA CATARINA,RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN
5514,SANTA CATARINA,2012,2013,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8706-11-5,UNIVERSIDADE FEDERAL DE SANTA CATARINA,RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN
5515,RIO GRANDE DO SUL,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),8709-12-2,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,UNIVERSITÉ DE POITIERS
5516,RIO DE JANEIRO,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8709-13-0,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UNIVERSITÉ D'AVIGNON ET DES PAYS DE VAUCLUSE
5517,RIO DE JANEIRO,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8709-13-0,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UNIVERSITÉ D'AVIGNON ET DES PAYS DE VAUCLUSE
5518,SÃO PAULO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8710-11-2,UNIVERSIDADE DE SÃO PAULO,UNIVERSITY OF FLORIDA
5519,DISTRITO FEDERAL,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8712-11-5,UNIVERSIDADE DE BRASÍLIA,UNIVERSITY OF LIVERPOOL
5520,DISTRITO FEDERAL,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8712-11-5,UNIVERSIDADE DE BRASÍLIA,UNIVERSITY OF LIVERPOOL
5521,BAHIA,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),8712-12-3,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSITÉ DE STRASBOURG
5522,RIO GRANDE DO SUL,2014,2016,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8712-13-1,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,MAX-PLANCK-GESELLSCHAFT
5523,RIO GRANDE DO SUL,2014,2016,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8712-13-1,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,MAX-PLANCK-GESELLSCHAFT
5524,MINAS GERAIS,2012,2013,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,,8713-11-1,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UNIVERSIDADE DO MINHO
5525,MINAS GERAIS,2012,2013,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,,8713-11-1,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UNIVERSIDADE DO MINHO
5526,DISTRITO FEDERAL,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8713-13-8,UNIVERSIDADE DE BRASÍLIA,UNIVERSIDAD DE ZARAGOZA
5527,DISTRITO FEDERAL,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8713-13-8,UNIVERSIDADE DE BRASÍLIA,UNIVERSIDAD DE ZARAGOZA
5528,MINAS GERAIS,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8714-13-4,UNIVERSIDADE FEDERAL DE VIÇOSA,GENERALITAT VALENCIANA
5529,MINAS GERAIS,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8714-13-4,UNIVERSIDADE FEDERAL DE VIÇOSA,GENERALITAT VALENCIANA
5530,,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/MINCYT (MINISTÉRIO DE CIÊNCIA,8716-14-5,EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA,UNIVERSIDAD NACIONAL DE LA PLATA
5531,DISTRITO FEDERAL,2014,2016,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8717-13-3,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA,UNIVERSITY OF LONDON
5532,DISTRITO FEDERAL,2014,2016,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8717-13-3,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA,UNIVERSITY OF LONDON
5533,MINAS GERAIS,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/MINCYT (MINISTÉRIO DE CIÊNCIA,8717-14-1,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSIDAD NACIONAL DE RÍO CUARTO
5534,MINAS GERAIS,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8718-13-0,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSITÉ DE GENÈVE
5535,MINAS GERAIS,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8718-13-0,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSITÉ DE GENÈVE
5536,MINAS GERAIS,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8718-13-0,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSITÉ DE GENÈVE
5537,RIO GRANDE DO SUL,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,CAPES/MINCYT (MINISTÉRIO DE CIÊNCIA,8719-14-4,UNIVERSIDADE FEDERAL DE SANTA MARIA,UNIVERSIDAD NACIONAL DE QUILMES
5538,RIO DE JANEIRO,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8721-13-0,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,UNIVERSITÉ DE GENÈVE
5539,RIO DE JANEIRO,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8721-13-0,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,UNIVERSITÉ DE GENÈVE
5540,SÃO PAULO,2015,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),8721-14-9,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UNIVERSITÉ PANTHÉON SORBONNE - PARIS 1
5541,RIO GRANDE DO SUL,2014,2016,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8723-13-3,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSITY OF LONDON
5542,RIO GRANDE DO SUL,2014,2016,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8723-13-3,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSITY OF LONDON
5543,PERNAMBUCO,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/MINCYT (MINISTÉRIO DE CIÊNCIA,8723-14-1,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UNIVERSIDAD NACIONAL DEL SUR
5544,ALAGOAS,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8724-13-0,UNIVERSIDADE FEDERAL DE ALAGOAS,UNIVERSITY OF WISCONSIN - SYSTEM
5545,SÃO PAULO,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8725-13-6,CENTRO DE TECNOLOGIA DA INFORMAÇÃO RENATO ARCHER,UNIVERSITY OF NORTH CAROLINA
5546,SÃO PAULO,2013,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8726-13-2,UNIVERSIDADE DE SÃO PAULO,UNIVERSITY OF MICHIGAN
5547,PERNAMBUCO,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8728-13-5,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UNIVERSITY OF MASSACHUSETTS - SYSTEM
5548,RIO DE JANEIRO,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8729-13-1,UNIVERSIDADE FEDERAL FLUMINENSE,UNIVERSITY OF NORTH CAROLINA
5549,BAHIA,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8732-11-6,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSITAT DE BARCELONA
5550,BAHIA,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8732-11-6,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSITAT DE BARCELONA
5551,SERGIPE,2015,2016,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),8733-14-7,UNIVERSIDADE FEDERAL DE SERGIPE,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE
5552,,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8734-11-9,FUNDAÇÃO ARY FRAUZINO PARA PESQUISA E CONTROLE DO CÂNCER,UNIVERSITY OF CALIFORNIA - SYSTEM
5553,RIO DE JANEIRO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8735-11-5,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,UNIVERSIDADE NOVA DE LISBOA
5554,PARANÁ,2014,2016,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8736-13-8,UNIVERSIDADE FEDERAL DO PARANÁ,UNIVERSITÀ DEGLI STUDI DI PARMA
5555,PARANÁ,2014,2016,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8736-13-8,UNIVERSIDADE FEDERAL DO PARANÁ,UNIVERSITÀ DEGLI STUDI DI PARMA
5556,SÃO PAULO,2013,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8739-13-7,UNIVERSIDADE DE SÃO PAULO,DREXEL UNIVERSITY
5557,SANTA CATARINA,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/JSPS (JAPAN SOCIETY FOR THE PROMOTION OF SCIENCE),8740-14-3,UNIVERSIDADE DO VALE DO ITAJAÍ,JAPAN AGENCY FOR MARINE-EARTH SCIENCE AND TECHNOLOGY
5558,SANTA CATARINA,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/JSPS (JAPAN SOCIETY FOR THE PROMOTION OF SCIENCE),8740-14-3,UNIVERSIDADE DO VALE DO ITAJAÍ,JAPAN AGENCY FOR MARINE-EARTH SCIENCE AND TECHNOLOGY
5559,AMAPÁ,2013,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8741-13-1,UNIVERSIDADE FEDERAL DO AMAPÁ,INDIANA UNIVERSITY
5560,MINAS GERAIS,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),8741-14-0,UNIVERSIDADE FEDERAL DE OURO PRETO,UNIVERSITÉ DE MONTPELLIER
5561,MINAS GERAIS,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),8741-14-0,UNIVERSIDADE FEDERAL DE OURO PRETO,UNIVERSITÉ DE MONTPELLIER
5562,SANTA CATARINA,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8745-13-7,UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UNIVERSITÀ DI BOLOGNA
5563,SANTA CATARINA,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8745-13-7,UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UNIVERSITÀ DI BOLOGNA
5564,SÃO PAULO,2014,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8746-13-3,UNIVERSIDADE DE SÃO PAULO,SALK INSTITUTE FOR BIOLOGICAL STUDIES
5565,RIO GRANDE DO SUL,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8749-13-2,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSITY OF WISCONSIN - SYSTEM
5566,RIO GRANDE DO SUL,2013,2015,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8751-13-7,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSITY OF ALBERTA
5567,RIO GRANDE DO SUL,2013,2015,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8751-13-7,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSITY OF ALBERTA
5568,RIO DE JANEIRO,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8760-13-6,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSITÄT BERN
5569,RIO DE JANEIRO,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8760-13-6,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSITÄT BERN
5570,RIO GRANDE DO SUL,2014,2015,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),8760-14-4,UNIVERSIDADE FEDERAL DE PELOTAS,INSTITUT NATIONALE DE LA SANTÉ ET DE LE RECHERCHE MÉDICALE
5571,RIO DE JANEIRO,2013,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,8765-13-8,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,BROWN UNIVERSITY
